id,url,precio,Actualizacion,Orden,ConcesionarioVW
1314444121,https://auto.mercadolibre.com.ar/MLA-1314444121-volkswagen-amarok-v6-extreme-nueva-precio-2022-full-autos-b8-_JM#position=13&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,17000008,31/12/22,852,Alra
1313940672,https://auto.mercadolibre.com.ar/MLA-1313940672-volkswagen-amarok-v6-extreme-nueva-precio-2022-full-autos-b7-_JM#position=14&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,17000007,31/12/22,852,Alra
1313927618,https://auto.mercadolibre.com.ar/MLA-1313927618-volkswagen-amarok-v6-extreme-nueva-precio-2022-full-autos-b6-_JM#position=15&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,17000006,31/12/22,852,Alra
1313960155,https://auto.mercadolibre.com.ar/MLA-1313960155-volkswagen-amarok-v6-extreme-nueva-precio-2022-full-autos-b5-_JM#position=16&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,17000005,31/12/22,852,Alra
1313947080,https://auto.mercadolibre.com.ar/MLA-1313947080-volkswagen-amarok-v6-extreme-nueva-precio-2022-full-autos-b4-_JM#position=17&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,17000003,31/12/22,852,Alra
1313966656,https://auto.mercadolibre.com.ar/MLA-1313966656-volkswagen-amarok-v6-extreme-nueva-precio-2022-full-autos-b3-_JM#position=18&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,17000002,31/12/22,852,Alra
1313953606,https://auto.mercadolibre.com.ar/MLA-1313953606-volkswagen-amarok-v6-extreme-nueva-precio-2022-full-autos-b2-_JM#position=19&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,17000002,31/12/22,852,Alra
1313934044,https://auto.mercadolibre.com.ar/MLA-1313934044-volkswagen-amarok-v6-extreme-nueva-precio-2022-full-autos-b1-_JM#position=20&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,17000001,31/12/22,852,Alra
1313972926,https://auto.mercadolibre.com.ar/MLA-1313972926-volkswagen-amarok-v6-highline-0km-precio-2022-nueva-full-a7-_JM#position=21&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,14900007,31/12/22,851,Alra
1313953574,https://auto.mercadolibre.com.ar/MLA-1313953574-volkswagen-amarok-v6-highline-0km-precio-2022-nueva-full-a6-_JM#position=22&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,14900006,31/12/22,851,Alra
1313953558,https://auto.mercadolibre.com.ar/MLA-1313953558-volkswagen-amarok-v6-highline-0km-precio-2022-nueva-full-a5-_JM#position=23&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,14900005,31/12/22,851,Alra
1313966516,https://auto.mercadolibre.com.ar/MLA-1313966516-volkswagen-amarok-v6-highline-0km-precio-2022-nueva-full-a4-_JM#position=24&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,14900004,31/12/22,851,Alra
1313959969,https://auto.mercadolibre.com.ar/MLA-1313959969-volkswagen-amarok-v6-highline-0km-precio-2022-nueva-full-a3-_JM#position=25&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,14900003,31/12/22,851,Alra
1313953527,https://auto.mercadolibre.com.ar/MLA-1313953527-volkswagen-amarok-v6-highline-0km-precio-2022-nueva-full-a2-_JM#position=26&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,14900002,31/12/22,851,Alra
1313966491,https://auto.mercadolibre.com.ar/MLA-1313966491-volkswagen-amarok-v6-highline-0km-precio-2022-nueva-full-a1-_JM#position=27&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,14900001,31/12/22,851,Alra
1313914618,https://auto.mercadolibre.com.ar/MLA-1313914618-volkswagen-amarok-v6-highline-0km-precio-2022-nueva-full-a8-_JM#position=28&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,14900008,31/12/22,851,Alra
1313946903,https://auto.mercadolibre.com.ar/MLA-1313946903-volkswagen-amarok-comfortline-0km-4x2-manual-precio-nueva-vw-_JM#position=29&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,9450000,31/12/22,763,Alra
1313959924,https://auto.mercadolibre.com.ar/MLA-1313959924-volkswagen-amarok-highline-0km-4x2-automatica-precio-vw-full-_JM#position=30&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,12350000,31/12/22,771,Alra
1246850551,https://auto.mercadolibre.com.ar/MLA-1246850551-volkswagen-polo-trendline-automatico-entrega-inmediata-0-km-_JM#position=31&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,6400000,31/12/22,343,Autotag
1203678237,https://auto.mercadolibre.com.ar/MLA-1203678237-volkswagen-polo-trendline-mt-2023-patentado-entr-inmediata-_JM#position=32&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,5900000,31/12/22,343,Alra
1298140110,https://auto.mercadolibre.com.ar/MLA-1298140110-volkswagen-polo-16msi-trend-trendline-manual-mt-2023-0km-16-_JM#position=33&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,4500016,31/12/22,343,Alra Financia
1156988232,https://auto.mercadolibre.com.ar/MLA-1156988232-volkswagen-polo-trend-16-2022-plan-de-ahorro-brian-avalos-_JM#position=34&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,4250000,31/12/22,343,Hauswagen
1148921521,https://auto.mercadolibre.com.ar/MLA-1148921521-volkswagen-polo-trend-mt-_JM#position=35&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,5000000,31/12/22,343,Autotag
1120036663,https://auto.mercadolibre.com.ar/MLA-1120036663-volkswagen-taos-highline-entrega-inmediata-permuto-financio-_JM#position=36&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,9449311,31/12/22,633,Alra
1174275544,https://auto.mercadolibre.com.ar/MLA-1174275544-vw-amarok-v6-highline-0km-en-stock-financio-a-0-tomo-usados-_JM#position=37&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,11680312,31/12/22,851,Alra
1146022320,https://auto.mercadolibre.com.ar/MLA-1146022320-0km-vw-volkswagen-virtus-gts-250tsi-150cv-entrega-inmediata-_JM#position=38&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,8350000,31/12/22,0,Alra
1184156432,https://auto.mercadolibre.com.ar/MLA-1184156432-vw-amarok-v6-0km-2022-comfortline-258cv-entrega-inmediata-_JM#position=39&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,9600711,31/12/22,850,Alra
1174275634,https://auto.mercadolibre.com.ar/MLA-1174275634-vw-amarok-v6-highline-0km-4x4-aut-en-stock-financio-permuto-_JM#position=40&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,11680214,31/12/22,851,Alra
1122707360,https://auto.mercadolibre.com.ar/MLA-1122707360-volkswagen-amarok-v6-highline-0km-en-stock-financio-permuto-_JM#position=41&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,11680214,31/12/22,851,Alra
1128719918,https://auto.mercadolibre.com.ar/MLA-1128719918-volkswagen-taos-highline-0km-en-stock-permuto-financio-_JM#position=42&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,9499211,31/12/22,633,Alra
1140794429,https://auto.mercadolibre.com.ar/MLA-1140794429-vw-amarok-trendline-4x2-y-4x4-en-stock-0km-financiamos-a-0-_JM#position=43&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,6570211,31/12/22,755,Alra
1311330987,https://auto.mercadolibre.com.ar/MLA-1311330987-volkswagen-polo-trendline-manual-16-msi-110-cv-2023-0km2-_JM#position=44&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,4950002,31/12/22,343,Alra
1311356767,https://auto.mercadolibre.com.ar/MLA-1311356767-volkswagen-polo-trendline-manual-16-msi-110-cv-2023-0km1-_JM#position=45&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,4950001,31/12/22,343,Alra
1298309653,https://auto.mercadolibre.com.ar/MLA-1298309653-volkswagen-polo-trendline-manual-2023-nd-_JM#position=46&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,5000000,31/12/22,343,Hauswagen
1145582341,https://auto.mercadolibre.com.ar/MLA-1145582341-volkswagen-polo-trend-msi-16-0-km-2022-_JM#position=47&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,4395000,31/12/22,0,Autotag
1145552536,https://auto.mercadolibre.com.ar/MLA-1145552536-volkswagen-polo-trend-16-msi-0-km-2022-_JM#position=48&search_layout=grid&type=item&tracking_id=8a84eb89-5541-4739-a092-8397b063baa1,4391000,31/12/22,0,Autotag
1188630944,https://auto.mercadolibre.com.ar/MLA-1188630944-volkswagen-polo-trendline-msi-mt-110cv-jpp-_JM#position=1&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4326000,31/12/22,343,Hauswagen
1158010161,https://auto.mercadolibre.com.ar/MLA-1158010161-volkswagen-polo-trend-_JM#position=2&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4326250,31/12/22,343,Maynar
1145552348,https://auto.mercadolibre.com.ar/MLA-1145552348-volkswagen-polo-trend-msi-16-0-km-2022-_JM#position=3&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4390000,31/12/22,0,Autotag
1145552265,https://auto.mercadolibre.com.ar/MLA-1145552265-volkswagen-polo-trend-16-0km-_JM#position=4&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,5799900,31/12/22,0,Autotag
1122741194,https://auto.mercadolibre.com.ar/MLA-1122741194-vw-amarok-0km-180cv-comfortline-aut-manual-en-stock-_JM#position=5&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,7605311,31/12/22,0,Alra
1295575968,https://auto.mercadolibre.com.ar/MLA-1295575968-volkswagen-polo-msi-at-16-cin-_JM#position=6&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,5940000,31/12/22,343,Nordelbahn
1272609786,https://auto.mercadolibre.com.ar/MLA-1272609786-volkswagen-polo-_JM#position=7&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4326250,31/12/22,343,Maynar
1232138117,https://auto.mercadolibre.com.ar/MLA-1232138117-nuevo-polo-trend-8020-ka-_JM#position=8&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,3840000,31/12/22,343,Maynar
1207500146,https://auto.mercadolibre.com.ar/MLA-1207500146-volkswagen-polo-trend-msi-mt-my-tu-financiacion-dr-_JM#position=9&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4326300,31/12/22,0,Maynar
1206565071,https://auto.mercadolibre.com.ar/MLA-1206565071-volkswagen-polo-trend-16-msi-manual-my22-mb-_JM#position=10&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4300250,31/12/22,0,Maynar
1147485504,https://auto.mercadolibre.com.ar/MLA-1147485504-volkswagen-polo-trend-16-msi-0-km-2022-_JM#position=11&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4393000,31/12/22,0,Autotag
1144363607,https://auto.mercadolibre.com.ar/MLA-1144363607-nuevo-polo-sin-sobre-precio-hasta-agostar-stock-202223-_JM#position=12&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4399150,31/12/22,343,Maynar
1138155327,https://auto.mercadolibre.com.ar/MLA-1138155327-volkswagen-polo-trend-retira-con-700000-lm-_JM#position=13&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,3840000,31/12/22,0,Maynar
1122726796,https://auto.mercadolibre.com.ar/MLA-1122726796-volkswagen-amarok-0km-180cv-comfortline-todas-las-versiones-_JM#position=14&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,7699212,31/12/22,0,Alra
878334090,https://auto.mercadolibre.com.ar/MLA-878334090-volkswagen-polo-16-msi-trendline-4-_JM#position=15&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,3999904,31/12/22,343,Autotag
1272834688,https://auto.mercadolibre.com.ar/MLA-1272834688-volkswagen-polo-trendline-_JM#position=16&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4326250,31/12/22,343,Maynar
1232609874,https://auto.mercadolibre.com.ar/MLA-1232609874-nuevo-polo-pre-adjudicado-listo-para-retirar-da-_JM#position=17&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4080000,31/12/22,343,Maynar
1230896631,https://auto.mercadolibre.com.ar/MLA-1230896631-congela-tu-precio-y-retira-tu-polo-2023-ultimos-4-da-_JM#position=18&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4100000,31/12/22,343,Maynar
1231017482,https://auto.mercadolibre.com.ar/MLA-1231017482-nuevo-polo-trend-pre-adjudicado-retira-ya-da-_JM#position=19&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4100000,31/12/22,343,Maynar
1223913855,https://auto.mercadolibre.com.ar/MLA-1223913855-oferta-polo-trend-pre-adjudicado-congela-ya-tu-precio-da-_JM#position=20&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4100000,31/12/22,343,Maynar
1222526518,https://auto.mercadolibre.com.ar/MLA-1222526518-volkswagen-polo-nuevo-pre-adjudicado-retira-ya-da-_JM#position=21&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4100000,31/12/22,343,Maynar
1181850801,https://auto.mercadolibre.com.ar/MLA-1181850801-polo-msi-trendline-at-2022-0-km-dk-_JM#position=22&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,6200000,31/12/22,343,Car One
1167149855,https://auto.mercadolibre.com.ar/MLA-1167149855-polo-trendline-msi-16-mt-2023-_JM#position=23&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4400000,31/12/22,343,Sin Identificar
1150791894,https://auto.mercadolibre.com.ar/MLA-1150791894-volkswagen-polo-16-msi-manual-sf-_JM#position=24&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4799000,31/12/22,343,Hauswagen
1137622649,https://auto.mercadolibre.com.ar/MLA-1137622649-polo-trend-retira-solo-por-plan-_JM#position=25&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,3700000,31/12/22,343,Maynar
1299678269,https://auto.mercadolibre.com.ar/MLA-1299678269-volkswagen-polo16-msi-_JM#position=26&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4990000,31/12/22,343,Hauswagen
1206641789,https://auto.mercadolibre.com.ar/MLA-1206641789-polo-trend-msi-mt-my-22-10-turbo-mb-_JM#position=27&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4300250,31/12/22,0,Maynar
1135967577,https://auto.mercadolibre.com.ar/MLA-1135967577-volkswagen-polo-trend-_JM#position=28&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,5000000,31/12/22,507,Sauma
1243094648,https://auto.mercadolibre.com.ar/MLA-1243094648-volkswagen-polo-trend-16-ft-_JM#position=29&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4400000,31/12/22,343,Autotag
1119101259,https://auto.mercadolibre.com.ar/MLA-1119101259-volkswagen-nuevo-polo-16-trendline-tip-my22-romera-hnos-_JM#position=34&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,5477000,31/12/22,343,Romera
1315762080,https://auto.mercadolibre.com.ar/MLA-1315762080-volkswagen-taos-comfortline-mv-_JM#position=12&search_layout=grid&type=item&tracking_id=0e9f11e7-2e23-495e-8f93-d566b7989ab8,9600000,20/1/23,632,Nordelbahn
1300058556,https://auto.mercadolibre.com.ar/MLA-1300058556-volkswagen-polo-trend-msi-mt-_JM#position=36&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4327000,31/12/22,343,Sauma
1165515309,https://auto.mercadolibre.com.ar/MLA-1165515309-volkswagen-polo-trend-_JM#position=37&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4099000,31/12/22,343,Reventa
1247843503,https://auto.mercadolibre.com.ar/MLA-1247843503-plan-cancelado-volkswagen-polo-trendline-manual-autotag-0-km-_JM#position=38&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4400000,31/12/22,343,Autotag
1143547289,https://auto.mercadolibre.com.ar/MLA-1143547289-vw-amarok-v6-258cv-comfortline-entrega-inmediata-0km-2022-_JM#position=39&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,9600217,31/12/22,850,Alra
1144252531,https://auto.mercadolibre.com.ar/MLA-1144252531-promo-polo-trend-pre-adjudicado-retira-ya-_JM#position=40&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4163000,31/12/22,0,Maynar
1298809780,https://auto.mercadolibre.com.ar/MLA-1298809780-vw-polo-trend-16-msi-mt-0km-entrega-inmediata-do-_JM#position=41&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4999000,31/12/22,0,Hauswagen
1143074925,https://auto.mercadolibre.com.ar/MLA-1143074925-nuevo-polo-sin-sobre-precio-retira-ya-500000-descuento-ab-_JM#position=42&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,3660000,31/12/22,0,Maynar
1144282826,https://auto.mercadolibre.com.ar/MLA-1144282826-nuevo-polosin-sobre-precio-ultimos-2-entrega-programada-da-_JM#position=43&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4200000,31/12/22,0,Maynar
1313279050,https://auto.mercadolibre.com.ar/MLA-1313279050-volkswagen-polo-_JM#position=44&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,5200000,31/12/22,343,Reventa
1147791267,https://auto.mercadolibre.com.ar/MLA-1147791267-volkswagen-polo-trend-msicl-_JM#position=45&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,4300000,31/12/22,343,Hauswagen
877893925,https://auto.mercadolibre.com.ar/MLA-877893925-volkswagen-nuevo-polo-gts-250-tsi-at-_JM#position=46&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,8938000,31/12/22,0,Romera
1315390422,https://auto.mercadolibre.com.ar/MLA-1315390422-volkswagen-polo-trendline-at-2022-0km-gp-_JM#position=47&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,5800000,31/12/22,343,Autotag
1168306209,https://auto.mercadolibre.com.ar/MLA-1168306209-vw-taos-comfortline-0km-en-stock-financio-a-tasa-0-permuto-_JM#position=48&search_layout=grid&type=item&tracking_id=9aea6288-6c94-4dd7-a8e0-768d245eb0a0,7999104,31/12/22,632,Alra
1167788596,https://auto.mercadolibre.com.ar/MLA-1167788596-vw-amarok-v6-highline-258cv-0km-entrega-inmediata-tomo-usado-_JM#position=1&search_layout=grid&type=item&tracking_id=47135bab-f9fb-4cf0-ae4e-5cee6cd5f62c,11680203,31/12/22,851,Alra
1168323597,https://auto.mercadolibre.com.ar/MLA-1168323597-vw-taos-highline-hero-0km-2022-entrega-inmediata-permuto-_JM#position=2&search_layout=grid&type=item&tracking_id=47135bab-f9fb-4cf0-ae4e-5cee6cd5f62c,9949101,31/12/22,634,Alra
1167769526,https://auto.mercadolibre.com.ar/MLA-1167769526-vw-amarok-v6-highline-258cv-0km-entrega-inmediata-financio-_JM#position=3&search_layout=grid&type=item&tracking_id=47135bab-f9fb-4cf0-ae4e-5cee6cd5f62c,11680902,31/12/22,851,Alra
1274334574,https://auto.mercadolibre.com.ar/MLA-1274334574-nuevo-volkswagen-polo-trend-16-msi-0km-2023-2022-usado-_JM#position=4&search_layout=grid&type=item&tracking_id=47135bab-f9fb-4cf0-ae4e-5cee6cd5f62c,4650000,31/12/22,343,Alra
1168339258,https://auto.mercadolibre.com.ar/MLA-1168339258-vw-taos-highline-0km-2022-disponible-financio-tomo-usados-_JM#position=5&search_layout=grid&type=item&tracking_id=47135bab-f9fb-4cf0-ae4e-5cee6cd5f62c,9449104,31/12/22,633,Alra
1168339027,https://auto.mercadolibre.com.ar/MLA-1168339027-vw-taos-highline-0km-entrega-inmediata-financio-tomo-usados-_JM#position=6&search_layout=grid&type=item&tracking_id=47135bab-f9fb-4cf0-ae4e-5cee6cd5f62c,9449103,31/12/22,633,Alra
1168318899,https://auto.mercadolibre.com.ar/MLA-1168318899-vw-taos-comfortline-0km-entrega-inmediata-permuto-financio-_JM#position=7&search_layout=grid&type=item&tracking_id=47135bab-f9fb-4cf0-ae4e-5cee6cd5f62c,7999103,31/12/22,632,Alra
1167827023,https://auto.mercadolibre.com.ar/MLA-1167827023-vw-amarok-v6-comfortline-258cv-0km-entrega-inmediat-financio-_JM#position=8&search_layout=grid&type=item&tracking_id=47135bab-f9fb-4cf0-ae4e-5cee6cd5f62c,9600503,31/12/22,850,Alra
1144483231,https://auto.mercadolibre.com.ar/MLA-1144483231-vw-amarok-comfortline-4x2-180cv-0km-entrega-inmediata-_JM#position=9&search_layout=grid&type=item&tracking_id=47135bab-f9fb-4cf0-ae4e-5cee6cd5f62c,7499195,31/12/22,763,Alra
1114960666,https://auto.mercadolibre.com.ar/MLA-1114960666-volkswagen-amarok-v6-258cv-comfortline-2022-0km-financio-_JM#position=10&search_layout=grid&type=item&tracking_id=47135bab-f9fb-4cf0-ae4e-5cee6cd5f62c,9600301,31/12/22,850,Alra
1167808435,https://auto.mercadolibre.com.ar/MLA-1167808435-vw-amarok-v6-comfortline-258cv-0km-en-stock-varios-colores-_JM#position=11&search_layout=grid&type=item&tracking_id=47135bab-f9fb-4cf0-ae4e-5cee6cd5f62c,9600104,31/12/22,850,Alra
1167902544,https://auto.mercadolibre.com.ar/MLA-1167902544-vw-amarok-v6-extreme-258cv-0km-en-stock-entrega-inmediata-_JM#position=12&search_layout=grid&type=item&tracking_id=47135bab-f9fb-4cf0-ae4e-5cee6cd5f62c,13250902,31/12/22,852,Alra
1167738079,https://auto.mercadolibre.com.ar/MLA-1167738079-vw-amarok-v6-highline-258-0km-entrega-inmediata-financio-0-_JM#position=13&search_layout=grid&type=item&tracking_id=47135bab-f9fb-4cf0-ae4e-5cee6cd5f62c,11680104,31/12/22,851,Alra
1167901513,https://auto.mercadolibre.com.ar/MLA-1167901513-vw-amarok-v6-highline-258cv-0km-entrega-inmediata-financio-_JM#position=14&search_layout=grid&type=item&tracking_id=47135bab-f9fb-4cf0-ae4e-5cee6cd5f62c,11680101,31/12/22,851,Alra
1167754096,https://auto.mercadolibre.com.ar/MLA-1167754096-vw-amarok-comfortline-180cv-0km-2022-en-stock-tomo-usado-_JM#position=15&search_layout=grid&type=item&tracking_id=47135bab-f9fb-4cf0-ae4e-5cee6cd5f62c,7605405,31/12/22,0,Alra
